电影戏剧4gtv,#genre#
TVB+[1080p],http://hls.168.us.kg/u/82/master.m3u8
翡翠台[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fct3
凤凰香港频备[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰资讯[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰卫视中文[1080p],http://bxtv.3a.ink/api.php?id=fhzw
凤凰卫视资讯[1080p],http://bxtv.3a.ink/api.php?id=fhzx
TVB亚洲剧[720p],https://stream1.freetv.fun/tvbsya-zhou-2.m3u8
凤凰卫视电影[576p],http://39.107.120.164:8080/live/diyp_fhdy.flv
中天新闻[1080p],http://bxtv.3a.ink/api.php?id=ztxw
无线明珠[1080p],http://bxtv.3a.ink/api.php?id=mz
无线翡翠[1080p],http://bxtv.3a.ink/api.php?id=fct
无线新闻[1080p],http://bxtv.3a.ink/api.php?id=wxxw
无线千禧[1080p],http://bxtv.3a.ink/api.php?id=qxjd
1905电影网[1080p],http://8.138.7.223/tv/1905.php?id=LIVE8J4LTCXPI7QJ5
TVBS精采[1080p],http://nmk.ioapk.com:5050/4gtv-4gtv067/index.m3u8?proxy=true
1905电影网（国内）[1080p],http://8.138.7.223/tv/1905.php?id=LIVEOYY31H24H48NE
寰宇财经[1080p],http://nmk.ioapk.com:5050/li-4gtv-4gtv158/index.m3u8?proxy=true
TVBS精采[1080p],http://nmk.ioapk.com:5050/li-4gtv-4gtv067/index.m3u8?proxy=true
TVBS综艺[1080p],http://nmk.ioapk.com:5050/4gtv-live087/index.m3u8?proxy=true
TVBS台剧[1080p],http://nmk.ioapk.com:5050/4gtv-live088/index.m3u8?proxy=true
大爱二[1080p],http://nmk.ioapk.com:5050/4gtv-live106/index.m3u8?proxy=true
TVBE[576p],http://iptv.4666888.xyz/iptv2A.php?id=75
影迷数位纪实[1080p],http://nmk.ioapk.com:5050/li-litv-ftv15/index.m3u8?proxy=true
三立综合合[1080p],http://nmk.ioapk.com:5050/4gtv-live207/index.m3u8?proxy=true
影迷数位纪实[1080p],http://nmk.ioapk.com:5050/litv-ftv15/index.m3u8?proxy=true
寰宇财经[1080p],http://nmk.ioapk.com:5050/of-4gtv-4gtv158/index.m3u8?proxy=true
龙华洋片[1080p],http://nmk.ioapk.com:5050/litv-longturn02/index.m3u8?proxy=true
美亚电影国流[1080p],http://bxtv.3a.ink/api.php?id=meiya
龙华卡通[720p],https://stream1.freetv.fun/long-hua-qia-tong-2.m3u8
台视新闻[1080p],https://stream1.freetv.fun/tai-shi-xin-wen-21.m3u8
TVB星河台XingHe[720p],https://smt.go-iptv.ggff.net/smart.php?id=Xinhe&token=Goiptv
靖天卡通[720p],https://smt.go-iptv.ggff.net/smart.php?id=jingtiancartoon_twn&token=Goiptv
东森洋片[720p],https://smt.go-iptv.ggff.net/smart.php?id=ettvwestern&token=Goiptv
中视经典[720p],https://stream1.freetv.fun/zhong-shi-jing-dian-8.m3u8
大爱贰[720p],https://smt.go-iptv.ggff.net/smart.php?id=daai2_twn&token=Goiptv
大爱壹[720p],https://smt.go-iptv.ggff.net/smart.php?id=daai_twn&token=Goiptv
靖天[720p],https://smt.go-iptv.ggff.net/smart.php?id=jingtianintl_twn&token=Goiptv
龙华偶像[720p],https://smt.go-iptv.ggff.net/smart.php?id=lunghuaidol_twn&token=Goiptv
寰宇财经[720p],https://smt.go-iptv.ggff.net/smart.php?id=huanyutaiwan_twn&token=Goiptv
神乐影院[720p],http://huanqiuzhibo.cn/manifest/douyu.php?id=85894
天映[720p],https://smt.go-iptv.ggff.net/smart.php?id=Celestialindo&token=Goiptv
TVB星河粤[576p],http://iptv.4666888.xyz/iptv2A.php?id=68
纬来综合[720p],https://smt.go-iptv.ggff.net/smart.php?id=videolandzonghe&token=Goiptv
纬来日本[720p],https://smt.go-iptv.ggff.net/smart.php?id=videolandjapan&token=Goiptv
无线翡翠[720p],https://smt.go-iptv.ggff.net/smart.php?id=Jade_xue&token=Goiptv
中视闽南[720p],https://smt.go-iptv.ggff.net/smart.php?id=zhongshihd_twn&token=Goiptv
龙华偶像[720p],http://free.cnlive.club/channel/66c2f564.m3u8?q=111.170.171.148
靖天[720p],http://free.cnlive.club/channel/63189371.m3u8?q=111.170.171.148
EYE-戏剧[720p],http://free.cnlive.club/channel/27dadb3.m3u8?q=111.170.171.148
大爱贰[720p],http://free.cnlive.club/channel/46f0bf6e.m3u8?q=111.170.171.148
TVB无线新闻[1080p],http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线千禧[540p],https://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
TVB明珠[720p],http://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
无线明珠[720p],https://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
无线千禧[540p],https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
TVB无线星河[720p],http://cdn9.163189.xyz/smt1.1.php?id=Xinhe
无线星河[720p],https://cdn9.163189.xyz/smt1.1.php?id=Xinhe
无线明珠[720p],https://cdn9.163189.xyz/smt3.1.1.php?id=pearl_twn
无线新闻[1080p],https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线星河[720p],https://cdn9.163189.xyz/smt3.1.1.php?id=Xinhe
天映[540p],https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial
天映[540p],https://cdn9.163189.xyz/smt1.1.php?id=Celestial
无线娱乐[540p],https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbentertainment
无线娱乐[540p],https://cdn9.163189.xyz/smt1.1.php?id=Tvbentertainment
东森[1080p],http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/283896
TVBDRAMA[720p],http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/283860
天映经典[1080p],http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1165791
翡翠台[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
TVBlus[1080p],https://cdn9.163189.xyz/smt1.1.php?id=j2_twn
翡翠台版[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=j1
TVBJ1美[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=j1
无线娱乐新闻[1080p],http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1163929
翡翠台版TVBJ1[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=j1
东森卫视[1080p],http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/283893
TVBJ2[1080p],http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
华丽翡翠台|备用[720p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali2
美亚电影国[720p],http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
TVB星河3[720p],http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
凤凰资讯[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰资讯[720p],http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
TVB亚洲武侠[720p],http://v2h.veryfast.filegear-sg.me/live/yzwx/stream.m3u8
无线新闻[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
凤凰香港[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
TVB星河[720p],http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh
无线明珠[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=mzt
TVB+[1080p],http://cdn6.veryfast.filegear-sg.me/live/tvbp/stream.m3u8
TVB1[1080p],http://cdn6.veryfast.filegear-sg.me/live/tvb1/stream.m3u8
翡翠台4K[2160p],http://cdn6.veryfast.filegear-sg.me/live/fct4k/stream.m3u8
TVBJ1[1080p],http://cdn6.veryfast.filegear-sg.me/live/j1/stream.m3u8
凤凰中文[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
无线翡翠[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线娱乐[720p],http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
TVB+[1080p],http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=j2_twn
TVB1[1080p],http://dragon1977.com:80/play/live.php?extension=ts&mac=00:1A:79:81:F8:6D&stream=500951
凤凰香港[1080p],https://cdn6.101.qzz.io/163189/fhhk
凤凰中文[1080p],https://cdn6.101.qzz.io/163189/fhzw
TVBe[720p],http://dragon1977.com:80/play/live.php?extension=ts&mac=00:1A:79:81:F8:6D&stream=500950
无线翡翠[1080p],https://cdn6.101.qzz.io/163189/fct
凤凰资讯[1080p],https://cdn6.101.qzz.io/163189/fhzx
TVBJ1[720p],http://dragon1977.com:80/play/live.php?extension=ts&mac=00:1A:79:81:F8:6D&stream=500945
凤凰中文[720p],https://k44991.kylintv.tv/live/pxna_iphone.m3u8
TVB1[1080p],http://dragon1977.com:80/play/live.php?extension=ts&mac=00:1A:79:81:F8:6D&stream=500946
TVBDRAMA[720p],http://dragon1977.com:80/play/live.php?extension=ts&mac=00:1A:79:81:F8:6D&stream=500948
TVBS[760p],https://k44991.kylintv.tv/live/tvbshd_iphone.m3u8
TVBASIA[1080p],http://dragon1977.com:80/play/live.php?extension=ts&mac=00:1A:79:81:F8:6D&stream=500956
TVBlus[1080p],https://smt.1678520.xyz/smt3.2.1.php?id=j2_twn
无线娱乐新闻[540p],https://smt.1678520.xyz/smt3.2.1.php?id=Tvbentertainment
TVBlus[1080p],https://cdn6.163189.xyz/163189/tvbp
无线千禧经典[540p],https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic
翡翠台4K[2160p],https://cdn6.163189.xyz/163189/fct4k
天映CM+[540p],http://php.jdshipin.com:8880/smt.php?id=Aodhd
天映CM+[540p],http://php.jdshipin.com/TVOD/iptv.php?id=aod
无线TVBJ1[1080p],http://iptv.4666888.xyz/iptv2A.php?id=26
TVBDRAMA[1080p],http://iptv.4666888.xyz/iptv2A.php?id=33
天映经典[810p],http://iptv.4666888.xyz/iptv2A.php?id=39
TVB1[1080p],http://iptv.4666888.xyz/iptv2A.php?id=25
无线星河[720p],https://smt.1678520.xyz/smt3.2.1.php?id=Xinhe
纬来电影[818p],http://iptv.4666888.xyz/iptv2A.php?id=40
东森购贰[1080p],http://220.135.64.124:5050/4gtv-4gtv103/index.m3u8?proxy=true
无线千禧经典[720p],http://iptv.4666888.xyz/iptv2A.php?id=22
靖洋戏剧[1080p],http://iptv.4666888.xyz/iptv2A.php?id=42
电影迷小雅[1080p],http://live.nctv.top/douyu.php?id=9639225
凤凰香港[720p],https://mgev.188766.xyz/?migutoken=9ed27a2752d7cb10b4413d37265fa9bf&id=fhhk&pp=1
TVB明珠[1080p],http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
翡翠台4K[2160p],https://mgev.188766.xyz/?migutoken=4fa89c4f83b0b68002ab1538f01ebb9e&id=hk_fct4k&type=dy
龙华洋片[1080p],http://nmk.ioapk.com:5050/li-litv-longturn02/index.m3u8?proxy=true
TVBS亚洲[1080p],http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVB明珠剧集[576p],http://iptv.4666888.xyz/iptv2A.php?id=73
影迷纪实[1080p],http://220.135.64.124:5050/li-litv-ftv15/index.m3u8?proxy=true
龙华经典[1080p],http://cdn8.163189.xyz/163189/lhjd
影迷纪实[1080p],http://220.135.64.124:5050/litv-ftv15/index.m3u8?proxy=true
TVB新闻娱乐[576p],http://iptv.4666888.xyz/iptv2A.php?id=74
TVB黄金华剧[576p],http://iptv.4666888.xyz/iptv2A.php?id=80
民视台湾[720p],https://stream1.freetv.fun/min-shi-tai-wan-12.m3u8
TVB明珠[720p],http://iptv.4666888.xyz/iptv2A.php?id=29
纬来育乐[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40
台视新闻[1080p],http://222.128.55.152:9080/live/ts.m3u8
中视经典[720p],https://stream1.freetv.fun/zhong-shi-jing-dian-2.m3u8
TVBAsia[720p],https://smt.go-iptv.ggff.net/smart.php?id=Tvbasia&token=Goiptv
华视新闻[1080p],https://stream1.freetv.fun/hua-shi-xin-wen-7.m3u8
凤凰香港[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰中文[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
东森综合[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40
龙华洋片[1080p],http://cdn8.163189.xyz/163189/lhyp
龙华日韩[1080p],https://cdn8.163189.xyz/163189/lhrh
东森综合[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
大爱壹高[1080p],http://220.135.64.124:5050/4gtv-live007/index.m3u8?proxy=true
东森购贰[1080p],http://220.135.64.124:5050/4gtv-live046/index.m3u8?proxy=true
无线华丽翡翠[576p],https://smt.1678520.xyz/smt3.2.1.php?id=Tvbjade
无线华丽翡翠[576p],https://smt.1678520.xyz/smt3.2.1.php?id=Wlt
东森购叁[1080p],http://220.135.64.124:5050/4gtv-live048/index.m3u8?proxy=true
东森购壹[1080p],http://220.135.64.124:5050/4gtv-4gtv102/index.m3u8?proxy=true
东森购贰[1080p],http://220.135.64.124:5050/of-4gtv-4gtv103/index.m3u8?proxy=true
东森购壹[1080p],http://220.135.64.124:5050/4gtv-live047/index.m3u8?proxy=true
寰宇财经[1080p],http://220.135.64.124:5050/li-4gtv-4gtv158/index.m3u8?proxy=true
龙华洋片[1080p],http://220.135.64.124:5050/li-litv-longturn02/index.m3u8?proxy=true
民视闽南[1080p],http://220.135.64.124:5050/4gtv-live050/index.m3u8?proxy=true
TVB翡翠剧集[576p],http://iptv.4666888.xyz/iptv2A.php?id=72
东森购壹[1080p],http://220.135.64.124:5050/of-4gtv-4gtv102/index.m3u8?proxy=true
番薯111[1080p],http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
龙华经典[1080p],https://cdn8.163189.xyz/163189/lhjd
寰宇财经[1080p],http://220.135.64.124:5050/of-4gtv-4gtv158/index.m3u8?proxy=true
龙华偶像[1080p],http://cdn8.163189.xyz/163189/lhox
龙华卡通[720p],http://cdn8.163189.xyz/163189/lhkt
龙华洋片[1080p],http://220.135.64.124:5050/litv-longturn02/index.m3u8?proxy=true
龙华日韩[1080p],http://cdn8.163189.xyz/163189/lhrh
东森超视[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
三立台湾[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
龙华偶像[1080p],https://cdn8.163189.xyz/163189/lhox
凤凰资讯[1080p],http://r.jdshipin.com/0Rp07
TVB娱乐新闻[1080p],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
TVB1[1080p],http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:5A:3F:19&extension=ts&stream=153396
TVB无线新闻[1080p],https://cdn6.101.qzz.io/163189/wxxw
东森[1080p],https://stream1.freetv.fun/dong-sen-mei-zhou-xin-wen-1.m3u8
三立台湾[720p],https://stream1.freetv.fun/san-li-tai-wan-1.ctv
民视新闻[720p],https://stream1.freetv.fun/min-shi-xin-wen-7.m3u8
靖洋戏剧[720p],https://stream1.freetv.fun/jing-yang-xi-ju-1.ctv
TVB明珠[1080p],https://mytv.cdn.loc.cc/o12.php?id=mzt
翡翠台[1080p],http://r.jdshipin.com/qrfbg
翡翠台[1080p],http://r.jdshipin.com/62WM7
中天新闻[1080p],http://free.cnlive.club/channel/41d8a09d/index.m3u8?q=1760217407316
东森新闻[1080p],http://free.cnlive.club/channel/n88aa83/index.m3u8?q=1760217407316
TVB无线新闻[1080p],http://r.jdshipin.com/CkuBd
TVB明珠[1080p],http://r.jdshipin.com/ZQ4kN
美亚电影[720p],https://smt.1678520.xyz/smt3.2.1.php?id=meiyamovie_twn
美亚电影[720p],http://php.jdshipin.com/TVOD/iptv.php?id=meiya
翡翠台[2160p],http://r.jdshipin.com/n90gt
美亚电影[720p],https://cdn9.163189.xyz/smt1.1.php?id=meiyamovie_twn
美亚电影[720p],https://cdn9.163189.xyz/smt3.1.1.php?id=meiyamovie_twn
TVB无线新闻[1080p],http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
TVB星河[720p],http://r.jdshipin.com/sXuuD
美亚电影[720p],http://php.jdshipin.com/PLTV/iptv.php?id=meiya
TVBlus[1080p],https://o11.163189.xyz/stream/tvb/tvbp/
TVB星河[720p],http://r.jdshipin.com/Voac4
TVBJ1[1080p],https://6.cdn.loc.cc/163189.php?id=j1
TVB明珠[1080p],http://r.jdshipin.com/jUx8K
TVB无线新闻[1080p],http://hls.168.us.kg/u/83/master.m3u8
民视综艺[1080p],http://iptv.4666888.xyz/iptv2A.php?id=46
TVB明珠[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=mzt
TVB亚洲武侠[720p],http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
龙华电影[1080p],http://iptv.4666888.xyz/iptv2A.php?id=45
民视影剧[1080p],http://iptv.4666888.xyz/iptv2A.php?id=53
凤凰中文[1080p],http://cdn6.163189.xyz/163189/fhzw
凤凰香港[1080p],http://r.jdshipin.com/yDoTN
凤凰资讯[1080p],http://cdn6.163189.xyz/163189/fhzx
凤凰香港[1080p],http://cdn6.163189.xyz/163189/fhhk
TVBE[720p],http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/283859
美亚电影[1080p],http://iptv.4666888.xyz/iptv2A.php?id=30
剧情片-小阴谋大爱情[816p],https://hd.ijycnd.com/play/6dBJwYd7/index.m3u8
剧情片-龙华之少年归[720p],https://hd.ijycnd.com/play/xe79zQGb/index.m3u8
剧情片-大唐狄公案之狐影迷案[1080p],https://hd.ijycnd.com/play/QbYoQKez/index.m3u8
动作片-中天[944p],https://hd.ijycnd.com/play/Le3KwAe6/index.m3u8
剧情片-无线信号[816p],https://hd.ijycnd.com/play/vbm4rnaY/index.m3u8
喜剧片-戏剧训练营[1080p],https://hd.ijycnd.com/play/6dBj2mkd/index.m3u8
亚洲卫视[1080p],https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
天映[540p],https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映[540p],http://php.jdshipin.com/smt.php?id=Celestial
龙华戏剧[1080p],https://cdn8.163189.xyz/163189/lhxj
TVB星河[720p],http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
台视[720p],http://211.72.174.95:8112/0.ts
中视[1080p],http://211.72.174.95:8113/0.ts
公视[1080p],http://211.72.174.95:8116/0.ts
华视[1080p],http://211.72.174.95:8114/0.ts
凤凰中文[1080p],http://r.jdshipin.com/cCCzW
TVB翡翠[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=fct2
三立新闻[720p],https://stream1.freetv.fun/san-li-xin-wen-4.m3u8
天映经典[720p],https://stream1.freetv.fun/tian-ying-jing-dian-3.m3u8
中天新闻*[720p],https://stream1.freetv.fun/zhong-tian-xin-wen-4.m3u8
大爱贰高[1080p],http://220.135.64.124:5050/4gtv-live106/index.m3u8?proxy=true
翡翠台「字幕」[1080p],https://mytv.cdn.loc.cc/o12.php?id=fct
喜剧片-爱情无线牵（粤语版）[720p],https://hd.ijycnd.com/play/Xe0O3NLd/index.m3u8
翡翠台[1080p],http://iptv.4666888.xyz/iptv2A.php?id=34
爱情片-戏剧性的一夜[720p],https://hd.ijycnd.com/play/6dBBrrWd/index.m3u8
三立新闻[720p],https://stream1.freetv.fun/san-li-xin-wen-3.m3u8
易中天[1080p],http://live.nctv.top/huya.php?id=11602032
动画片-蝙蝠侠：红影迷踪[1080p],https://hd.ijycnd.com/play/zbqxpl0a/index.m3u8
频道,#genre#
靖天育乐[1080p],https://stream1.freetv.fun/jing-tian-yu-le-15.m3u8
靖天育乐[1080p],https://stream1.freetv.fun/jing-tian-yu-le-7.m3u8
寰宇新闻[1080p],http://222.128.55.152:9080/live/hy.m3u8
翡翠台[1080p],http://php.jdshipin.com:8880/PLTV/iptv.php?id=fct3
中天新闻[1080p],http://222.128.55.152:9080/live/fc.m3u8
东森新闻[720p],https://stream1.freetv.fun/dong-sen-xin-wen-7.ctv
中天新闻[1080p],http://cdn.iptv8k.top/dl/jspd.php?id=1
TVB无线新闻[1080p],http://cdn.iptv8k.top/dl/jspd.php?id=2
三立新闻[720p],https://stream1.freetv.fun/san-li-xin-wen-5.ctv
八大综合[720p],https://stream1.freetv.fun/ba-da-zong-he-1.m3u8
凤凰中文[720p],https://stream1.freetv.fun/feng-huang-zhong-wen-15.ctv
东森电影[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
凤凰资讯[720p],https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰中文[720p],https://stream1.freetv.fun/feng-huang-zhong-wen-5.ctv
台视新闻[720p],https://stream1.freetv.fun/tai-shi-xin-wen-19.m3u8
TVB千禧经典[540p],http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
三立新闻[720p],https://stream1.freetv.fun/san-li-xin-wen-6.ctv
民视新闻[720p],https://stream1.freetv.fun/min-shi-xin-wen-2.m3u8
