更新时间,#genre#
CCTV10-科教,https://migu.188766.xyz/?migutoken=b829356e66952ab6bd5644a71e8e4f20&id=CCTV10&pp=1
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
CCTV4-中文国际,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c2d7ec&tk=822270345d4c
湖北卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d5f863&tk=6949f8ce7202
东方卫视,https://migu.188766.xyz/?migutoken=963b1a064d1ec0e207b09f4a504d0652&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&pp=1
CCTV12-社会与法,https://migu.188766.xyz/?migutoken=2e227c203544e8468dce41a4badb9e5a&id=CCTV12&pp=1
江西卫视,https://migu.188766.xyz/?migutoken=65b5c35131b93756d7488e940046c688&id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
陕西卫视,https://migu.188766.xyz/?migutoken=e901fbacfa24f1cc0d6c5b09321d234e&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
1905电影网,http://php.jdshipin.com:8880/1905.php?id=1905dy
北京卫视,http://smart.pendy.dpdns.org/Smart.php?id=beijing
1985年春晚,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
CCTV15-音乐,http://smart.pendy.dpdns.org/Smart.php?id=cctv15
凤凰卫视,http://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
1989年春晚,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
广西卫视,http://a21709.tv.netsite.cc/proxy/102904669/102904669.m3u8
湖北卫视,https://smart.pendy.dpdns.org/Smart.php?id=hubei
香港卫视,https://migu.188766.xyz/?migutoken=145dcb0b72db51b7f9e229c32e212c08&id=%E9%A6%99%E6%B8%AF%E5%8D%AB%E8%A7%86&pp=1
福建新闻,http://a21709.tv.netsite.cc/proxy/199601741/199601741.m3u8
寒战2,https://vip.lz-cdn3.com/20220907/12892_5eb849b0/index.m3u8
三沙卫视,https://stream1.freetv.fun/2476872184d56573ae915237d8e3c990ded214446351f568b57889cbf63da2e8.m3u8
江苏卫视,https://stream1.freetv.fun/5f53633b7ea4bc98a9984d9f199f4e45a74a7217a3f939aee14a4846a03dc69c.m3u8
吉林卫视,https://stream1.freetv.fun/ec115ddb27069ec189cbd1363c4bc06def34d3a19b57c979b96ed9201bda04bb.m3u8
上虞新商都,https://stream1.freetv.fun/shang-yu-xin-shang-du-2.m3u8
河南卫视,https://stream1.freetv.fun/30a83f0e3f611bb25ea4cd2d8df9e6b10e7ffbf002513c5e046dd9fb135dc269.m3u8
CHC影迷电影,https://iptv.catvod.com/live.php?id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1%E5%8F%B0
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
CCTV16-奥林匹克,https://stream1.freetv.fun/3fa27f5bf8136b49f28d477a805f1219c588cf21ffbada685497c73431d20c6e.m3u8
江苏卫视,https://stream1.freetv.fun/0f935b36e555da8d24b280eec4698b02c1c113abc8ffd506021131a29c843969.m3u8
平湖新闻综合,https://stream1.freetv.fun/ping-hu-xin-wen-zong-he-2.m3u8
吉林卫视,https://stream1.freetv.fun/8121c38afe593255012114e6ba08edcb1081bbdf2f8b5fd5a37e77656435c3a0.m3u8
新疆卫视,https://stream1.freetv.fun/708b18d42d1ca63e7f143d0f5b2a22383f9bcd408efba40a7638e1f7c2176e0b.m3u8
武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-8.m3u8
运城科技教育,https://stream1.freetv.fun/yun-cheng-ke-ji-jiao-yu-2.m3u8
邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-4.m3u8
广西卫视,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
浙江生活,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-8.ctv
荆门新闻综合,https://stream1.freetv.fun/jing-men-xin-wen-zong-he-1.m3u8
武义新闻综合,https://stream1.freetv.fun/wu-yi-xin-wen-zong-he-3.m3u8
陕西新闻资讯,http://a21709.tv.netsite.cc/proxy/1595881474/1595881474.m3u8
河北都市,http://a21709.tv.netsite.cc/proxy/1382613512/1382613512.m3u8
宁夏卫视,https://stream1.freetv.fun/9e9a0dd5cc6c79080efcaa9b958ea5c261ee2af517560e301ea605e75e264b70.m3u8
浙江国际,https://stream1.freetv.fun/zhe-jiang-guo-ji-3.m3u8
CCTV16-奥林匹克,https://stream1.freetv.fun/87de3fae6db73a08904421488de7b0ba39e5eccf12a85ec47f8ccfb0985d2fa7.m3u8
CCTV17-农业农村,https://migu.188766.xyz/?migutoken=965b472d1c7001dc1ed42017f667f665&id=CCTV17&pp=1
山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-1.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-33.ctv
广西卫视,https://stream1.freetv.fun/856f3b6c385dc6ba4a11107e63bfb3bdf228e74251ccb18eef2a2849771c84ea.m3u8
北京卫视,https://stream1.freetv.fun/46ab56946a7aefb0c2efaeead6add73416a1f38b70b457f35faaf98ca19d9321.m3u8
绍兴文化影院,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-1.m3u8
CCTV风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-9.m3u8
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-9.m3u8
十堰新闻,https://stream1.freetv.fun/shi-yan-xin-wen-2.m3u8
长沙政法,http://a21709.tv.netsite.cc/proxy/298063278/298063278.m3u8
宁夏卫视,https://stream1.freetv.fun/50defa48a94838f581d0fa82dc9255cebfc4ff5ad5f1a0655785e3b90a2b1a7c.m3u8
内蒙古卫视,http://a21709.tv.netsite.cc/proxy/1838037272/1838037272.m3u8
广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-31.ctv
陕西农林,http://a21709.tv.netsite.cc/proxy/1359389546/1359389546.m3u8
河南民生,http://a21709.tv.netsite.cc/proxy/1346087362/1346087362.m3u8
CCTV14-少儿,http://a21709.tv.netsite.cc/proxy/512439688/512439688.m3u8
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-8.ctv
东南卫视,http://a21709.tv.netsite.cc/proxy/698479958/698479958.m3u8
嵊泗综合,https://stream1.freetv.fun/sheng-zhou-xin-wen-zong-he-1.m3u8
陕西公共,http://a21709.tv.netsite.cc/proxy/1782806707/1782806707.m3u8
长沙新闻综合,http://a21709.tv.netsite.cc/proxy/1524274658/1524274658.m3u8
陕西都市青春,http://a21709.tv.netsite.cc/proxy/391844543/391844543.m3u8
蓬安新闻综合,https://stream1.freetv.fun/peng-an-xin-wen-zong-he-1.m3u8
内蒙古卫视,http://a21709.tv.netsite.cc/proxy/1149350272/1149350272.m3u8
吉林卫视,https://stream1.freetv.fun/1a39dcc5eb485ec258651bac95ae4c25c795204743b5432d0244c333696f8cbb.m3u8
叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-2.m3u8
十堰新闻,https://stream1.freetv.fun/shi-yan-xin-wen-4.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-25.ctv
陕西购物,http://a21709.tv.netsite.cc/proxy/1183146985/1183146985.m3u8
CCTV1-综合,http://a21709.tv.netsite.cc/proxy/1387573383/1387573383.m3u8
陕西生活,http://a21709.tv.netsite.cc/proxy/286895848/286895848.m3u8
吉林卫视,https://stream1.freetv.fun/38240e72b022695ae8540afd97ceab0e05e41c051da4785343d3a0fb1e3bbd80.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
青海卫视,http://a21709.tv.netsite.cc/proxy/1152127449/1152127449.m3u8
金鹰纪实,http://a21709.tv.netsite.cc/proxy/46690299/46690299.m3u8
CCTV1-综合,http://a21709.tv.netsite.cc/proxy/1464748337/1464748337.m3u8
河北少儿科教,http://a21709.tv.netsite.cc/proxy/177438581/177438581.m3u8
广元综合,https://stream1.freetv.fun/yan-yuan-zong-he-2.ctv
CCTV13-新闻,https://iptv.catvod.com/live.php?id=CCTV-13
苏州文化生活,https://stream1.freetv.fun/su-zhou-wen-hua-sheng-huo-2.m3u8
汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-4.ctv
周口新闻综合,https://stream1.freetv.fun/zhou-kou-xin-wen-zong-he-2.m3u8
甘肃卫视,http://a21709.tv.netsite.cc/proxy/1209404373/1209404373.m3u8
福建综合,http://a21709.tv.netsite.cc/proxy/269896449/269896449.m3u8
新疆卫视,http://a21709.tv.netsite.cc/proxy/86832656/86832656.m3u8
广元综合,https://stream1.freetv.fun/yan-yuan-zong-he-1.m3u8
CCTV3-综艺,https://iptv.catvod.com/live.php?id=CCTV-3
山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-7.m3u8
CCTV13-新闻,https://api.olelive.com/dis/live/CCTV13HD/hls.m3u8
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=56747a&tk=922ba46651d3
金川新闻综合,https://stream1.freetv.fun/jin-chuan-xin-wen-zong-he-4.m3u8
蓬安新闻综合,https://stream1.freetv.fun/peng-an-xin-wen-zong-he-2.m3u8
长沙女性,http://a21709.tv.netsite.cc/proxy/1812024686/1812024686.m3u8
山东卫视,http://a21709.tv.netsite.cc/proxy/95712545/95712545.m3u8
金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-23.m3u8
贵州卫视,http://a21709.tv.netsite.cc/proxy/189740973/189740973.m3u8
辽宁卫视,http://a21709.tv.netsite.cc/proxy/463441117/463441117.m3u8
石家庄生活,https://stream1.freetv.fun/shi-jia-zhuang-sheng-huo-1.ctv
河南都市,http://a21709.tv.netsite.cc/proxy/1492902938/1492902938.m3u8
陕西卫视,http://a21709.tv.netsite.cc/proxy/1158533991/1158533991.m3u8
哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-29.m3u8
浙江国际,http://a21709.tv.netsite.cc/proxy/2031903078/2031903078.m3u8
金鹰卡通,http://a21709.tv.netsite.cc/proxy/1947104640/1947104640.m3u8
1999年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
天津卫视,http://a21709.tv.netsite.cc/proxy/240376980/240376980.m3u8
深圳卫视,http://a21709.tv.netsite.cc/proxy/457534194/457534194.m3u8
浙江少儿,http://a21709.tv.netsite.cc/proxy/1658458613/1658458613.m3u8
东南卫视,http://a21709.tv.netsite.cc/proxy/1989099435/1989099435.m3u8
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-6.ctv
浙江卫视,http://a21709.tv.netsite.cc/proxy/257951448/257951448.m3u8
广东卫视,http://a21709.tv.netsite.cc/proxy/573869971/573869971.m3u8
甘肃经济,http://a21709.tv.netsite.cc/proxy/1373372389/1373372389.m3u8
河南卫视,http://a21709.tv.netsite.cc/proxy/251465659/251465659.m3u8
黑龙江卫视,http://a21709.tv.netsite.cc/proxy/982668357/982668357.m3u8
陕西体育休闲,http://a21709.tv.netsite.cc/proxy/742107634/742107634.m3u8
江西卫视,http://a21709.tv.netsite.cc/proxy/203181175/203181175.m3u8
CCTV4-中文国际,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e94a90&tk=6949f8ce7202
CCTV12-社会与法,https://iptv.catvod.com/live.php?id=CCTV-12
湖南卫视,http://a21709.tv.netsite.cc/proxy/480409838/480409838.m3u8
江苏卫视,http://a21709.tv.netsite.cc/proxy/256947203/256947203.m3u8
甘肃卫视,http://a21709.tv.netsite.cc/proxy/910220240/910220240.m3u8
东方卫视,http://a21709.tv.netsite.cc/proxy/694881013/694881013.m3u8
湖南娱乐,http://a21709.tv.netsite.cc/proxy/884645401/884645401.m3u8
陕西卫视,https://migu.188766.xyz/?migutoken=8469abc0d5aa6ccb99469a494c116046&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
安徽卫视,http://a21709.tv.netsite.cc/proxy/149472807/149472807.m3u8
内蒙少儿,http://a21709.tv.netsite.cc/proxy/772314677/772314677.m3u8
湖北卫视,http://a21709.tv.netsite.cc/proxy/209398845/209398845.m3u8
牛群冯巩两个弄潮儿,https://vd3.bdstatic.com/mda-mkqdhm17rs7198m6/hd/cae_h264/1637859905115117938/mda-mkqdhm17rs7198m6.mp4?pd=19&vt=1
无锡新闻综合,http://a21709.tv.netsite.cc/proxy/1808503557/1808503557.m3u8
湖南都市,http://a21709.tv.netsite.cc/proxy/1116439121/1116439121.m3u8
上虞文化影院,https://stream1.freetv.fun/shang-yu-wen-hua-ying-yuan-3.ctv
CCTV6-电影,http://a21709.tv.netsite.cc/proxy/584456678/584456678.m3u8
宁夏卫视,http://a21709.tv.netsite.cc/proxy/842139022/842139022.m3u8
内蒙经济,http://a21709.tv.netsite.cc/proxy/1043888416/1043888416.m3u8
苍南新闻综合,https://stream1.freetv.fun/cang-nan-xin-wen-zong-he-3.m3u8
CCTV17-农业农村,http://a21709.tv.netsite.cc/proxy/199561397/199561397.m3u8
佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-13.ctv
浙江钱江,http://a21709.tv.netsite.cc/proxy/2044904392/2044904392.m3u8
浙江新闻,http://a21709.tv.netsite.cc/proxy/2053951003/2053951003.m3u8
海南卫视,http://a21709.tv.netsite.cc/proxy/200969914/200969914.m3u8
云南卫视,http://a21709.tv.netsite.cc/proxy/599737477/599737477.m3u8
无锡娱乐,http://a21709.tv.netsite.cc/proxy/461270403/461270403.m3u8
CCTV16-奥林匹克,http://a21709.tv.netsite.cc/proxy/2055404079/2055404079.m3u8
CCTV4-中文国际,https://iptv.catvod.com/live.php?id=CCTV-4
湖南经视,http://a21709.tv.netsite.cc/proxy/1075467511/1075467511.m3u8
无锡生活,http://a21709.tv.netsite.cc/proxy/995802232/995802232.m3u8
山西卫视,http://a21709.tv.netsite.cc/proxy/723496018/723496018.m3u8
河北卫视,http://a21709.tv.netsite.cc/proxy/1385861493/1385861493.m3u8
CCTV17-农业农村,https://iptv.catvod.com/live.php?id=CCTV-17
福建海峡卫视,http://a21709.tv.netsite.cc/proxy/1400186150/1400186150.m3u8
三沙卫视,http://a21709.tv.netsite.cc/proxy/1337100319/1337100319.m3u8
四川卫视,http://a21709.tv.netsite.cc/proxy/59757691/59757691.m3u8
黑龙江卫视,http://a21709.tv.netsite.cc/proxy/1993445467/1993445467.m3u8
福建电视剧,http://a21709.tv.netsite.cc/proxy/1180178372/1180178372.m3u8
海南卫视,http://a21709.tv.netsite.cc/proxy/2019508840/2019508840.m3u8
河北农民,http://a21709.tv.netsite.cc/proxy/1382120425/1382120425.m3u8
CCTV13-新闻,http://a21709.tv.netsite.cc/proxy/1942371728/1942371728.m3u8
西藏卫视,http://a21709.tv.netsite.cc/proxy/1062504144/1062504144.m3u8
CCTV12-社会与法,http://a21709.tv.netsite.cc/proxy/1321786312/1321786312.m3u8
浙江教科影视,http://a21709.tv.netsite.cc/proxy/833196700/833196700.m3u8
甘肃都市,http://a21709.tv.netsite.cc/proxy/1238488351/1238488351.m3u8
汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-5.ctv
CCTV2-财经,https://iptv.catvod.com/live.php?id=CCTV-2
吉林卫视,http://a21709.tv.netsite.cc/proxy/649197264/649197264.m3u8
陕西卫视,http://a21709.tv.netsite.cc/proxy/917851306/917851306.m3u8
相亲2,https://vd3.bdstatic.com/mda-kipkytij74rnn9k3/hd/mda-kipkytij74rnn9k3.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
1984年春晚,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
湖南爱晚,http://a21709.tv.netsite.cc/proxy/1916495164/1916495164.m3u8
凤凰卫视,http://a21709.tv.netsite.cc/proxy/1650326537/1650326537.m3u8
